"state","county","sex","total_arc_mean","total_arc_lb","total_arc_ub","daily_arc_mean","daily_arc_lb","daily_arc_ub"
"Georgia","Newton County","Females",-1.51,-3.35,0.28,-2.82,-4.96,-0.74
"Georgia","Newton County","Both",-1.17,-2.73,0.24,-2.54,-4.25,-0.84
"Georgia","Oconee County","Males",-1.8,-3.26,-0.27,-2.92,-4.67,-1.3
"Georgia","Oconee County","Females",-1.14,-3.2,1.05,-2.12,-4.43,0.1
"Georgia","Oconee County","Both",-1.49,-3.26,0.33,-2.55,-4.46,-0.7
"Georgia","Oglethorpe County","Males",-1.13,-2.41,0.14,-2.06,-3.53,-0.48
"Georgia","Oglethorpe County","Females",-0.56,-2.4,1.32,-1.58,-3.73,0.58
"Georgia","Oglethorpe County","Both",-0.88,-2.42,0.66,-1.85,-3.61,-0.01
"Georgia","Paulding County","Males",-1.7,-2.98,-0.33,-2.81,-4.24,-1.34
"Georgia","Paulding County","Females",-0.64,-2.33,1.18,-1.12,-3.06,0.98
"Georgia","Paulding County","Both",-1.21,-2.67,0.35,-2.01,-3.67,-0.24
"Georgia","Peach County","Males",-0.77,-2,0.55,-2.16,-3.59,-0.62
"Georgia","Peach County","Females",-1.28,-3.04,0.68,-2.05,-4.09,0.24
"Georgia","Peach County","Both",-0.99,-2.43,0.6,-2.11,-3.74,-0.28
"Georgia","Pickens County","Males",-1.73,-2.93,-0.37,-2.91,-4.32,-1.39
"Georgia","Pickens County","Females",-1.09,-2.76,0.79,-1.59,-3.4,0.5
"Georgia","Pickens County","Both",-1.42,-2.85,0.19,-2.27,-3.82,-0.49
"Georgia","Pierce County","Males",-0.87,-2.16,0.39,-1.64,-3.09,-0.24
"Georgia","Pierce County","Females",0.2,-1.6,1.98,-0.76,-2.78,1.17
"Georgia","Pierce County","Both",-0.38,-1.91,1.11,-1.24,-2.94,0.43
"Georgia","Pike County","Males",-1.26,-2.51,0.13,-2.3,-3.78,-0.78
"Georgia","Pike County","Females",0.1,-1.65,2.05,-0.7,-2.73,1.5
"Georgia","Pike County","Both",-0.62,-2.12,1.04,-1.54,-3.22,0.27
"Georgia","Polk County","Males",-1.04,-2.22,0.11,-2.12,-3.47,-0.78
"Georgia","Polk County","Females",-0.61,-2.35,0.97,-1.08,-2.97,0.9
"Georgia","Polk County","Both",-0.84,-2.27,0.51,-1.64,-3.19,-0.12
"Georgia","Pulaski County","Males",-0.11,-1.33,1.1,-1.04,-2.43,0.33
"Georgia","Pulaski County","Females",0.44,-1.32,2.27,-0.09,-2.13,1.91
"Georgia","Pulaski County","Both",0.14,-1.31,1.56,-0.62,-2.31,0.98
"Georgia","Putnam County","Males",-1.18,-2.48,0.02,-2.3,-3.72,-0.93
"Georgia","Putnam County","Females",-1.08,-2.98,0.84,-2.15,-4.24,-0.1
"Georgia","Putnam County","Both",-1.14,-2.7,0.36,-2.24,-3.95,-0.6
"Georgia","Quitman County","Males",-0.03,-1.34,1.3,-0.92,-2.43,0.5
"Georgia","Quitman County","Females",-0.49,-2.5,1.51,-1.54,-3.77,0.61
"Georgia","Quitman County","Both",-0.22,-1.82,1.37,-1.19,-2.99,0.55
"Georgia","Rabun County","Males",-1.74,-3.14,-0.42,-2.93,-4.43,-1.41
"Georgia","Rabun County","Females",-1.07,-3,0.82,-2.52,-4.55,-0.42
"Georgia","Rabun County","Both",-1.42,-3.07,0.15,-2.74,-4.49,-1.01
"Georgia","Randolph County","Males",-0.43,-1.72,0.9,-1.62,-3.25,-0.1
"Georgia","Randolph County","Females",-1,-3.01,1.08,-2.22,-4.6,0.06
"Georgia","Randolph County","Both",-0.67,-2.26,0.96,-1.87,-3.81,-0.06
"Georgia","Richmond County","Males",-0.79,-1.98,0.38,-1.94,-3.35,-0.67
"Georgia","Richmond County","Females",0.07,-1.6,1.73,-0.97,-2.91,0.91
"Georgia","Richmond County","Both",-0.45,-1.83,0.88,-1.56,-3.16,-0.13
"Georgia","Rockdale County","Males",-0.91,-2.14,0.4,-3.07,-4.52,-1.54
"Georgia","Rockdale County","Females",-2.18,-3.89,-0.3,-3.8,-5.78,-1.72
"Georgia","Rockdale County","Both",-1.47,-2.9,0.11,-3.39,-5.02,-1.65
"Georgia","Schley County","Males",-0.62,-1.86,0.61,-1.53,-3.01,-0.08
"Georgia","Schley County","Females",-0.41,-2.26,1.46,-1.05,-3.21,1.08
"Georgia","Schley County","Both",-0.53,-2.03,0.98,-1.32,-3.1,0.39
"Georgia","Screven County","Males",-0.26,-1.49,1.02,-1.39,-2.89,0.02
"Georgia","Screven County","Females",0.12,-1.67,2.02,-0.55,-2.76,1.59
"Georgia","Screven County","Both",-0.1,-1.56,1.46,-1.03,-2.8,0.65
"Georgia","Seminole County","Males",-0.95,-2.25,0.29,-2.01,-3.49,-0.58
"Georgia","Seminole County","Females",-0.55,-2.43,1.29,-1.42,-3.39,0.78
"Georgia","Seminole County","Both",-0.77,-2.34,0.73,-1.74,-3.47,0.04
"Georgia","Spalding County","Males",-0.95,-2.15,0.19,-2.12,-3.51,-0.74
"Georgia","Spalding County","Females",-0.91,-2.61,0.75,-1.95,-3.8,-0.02
"Georgia","Spalding County","Both",-0.93,-2.35,0.43,-2.04,-3.64,-0.45
"Georgia","Stephens County","Males",-0.47,-1.71,0.94,-1.3,-2.8,0.14
"Georgia","Stephens County","Females",-0.51,-2.24,1.51,-1.11,-3.13,0.93
"Georgia","Stephens County","Both",-0.49,-1.94,1.2,-1.22,-2.92,0.47
"Georgia","Stewart County","Males",-0.34,-1.62,0.92,-1.66,-3.17,0
"Georgia","Stewart County","Females",0.3,-1.68,2.26,-0.81,-2.86,1.51
"Georgia","Stewart County","Both",-0.07,-1.62,1.45,-1.29,-2.98,0.63
"Georgia","Sumter County","Males",-0.34,-1.61,0.96,-1.61,-3.14,-0.12
"Georgia","Sumter County","Females",-0.45,-2.36,1.49,-1.27,-3.43,1.01
"Georgia","Sumter County","Both",-0.38,-1.89,1.16,-1.47,-3.23,0.31
"Georgia","Talbot County","Males",-0.44,-1.69,0.79,-1.58,-2.99,0
"Georgia","Talbot County","Females",-0.21,-2.19,1.7,-1.2,-3.32,1.1
"Georgia","Talbot County","Both",-0.34,-1.91,1.16,-1.42,-3.12,0.39
"Georgia","Taliaferro County","Males",-0.79,-2.07,0.43,-2.05,-3.63,-0.7
"Georgia","Taliaferro County","Females",-0.23,-2.24,1.65,-1.25,-3.57,0.91
"Georgia","Taliaferro County","Both",-0.56,-2.14,0.93,-1.71,-3.55,-0.02
"Georgia","Tattnall County","Males",-0.66,-1.88,0.61,-1.73,-3.19,-0.4
"Georgia","Tattnall County","Females",-0.33,-2.2,1.59,-1.19,-3.09,0.72
"Georgia","Tattnall County","Both",-0.52,-1.98,1.04,-1.49,-3.13,0.01
"Georgia","Taylor County","Males",-0.55,-1.88,0.73,-1.62,-3.18,-0.19
"Georgia","Taylor County","Females",-0.43,-2.31,1.48,-1.33,-3.5,0.75
"Georgia","Taylor County","Both",-0.49,-2.04,1.04,-1.49,-3.33,0.18
"Georgia","Telfair County","Males",-0.89,-2.11,0.45,-2.5,-3.92,-1
"Georgia","Telfair County","Females",-0.69,-2.58,1.29,-1.59,-3.61,0.65
"Georgia","Telfair County","Both",-0.8,-2.29,0.8,-2.1,-3.77,-0.28
"Georgia","Terrell County","Males",-0.06,-1.28,1.25,-1.1,-2.59,0.41
"Georgia","Terrell County","Females",0.09,-1.84,2.11,-0.77,-2.92,1.61
"Georgia","Terrell County","Both",0,-1.54,1.61,-0.97,-2.7,0.9
"Georgia","Thomas County","Males",-0.84,-2.07,0.42,-2.01,-3.52,-0.5
"Georgia","Thomas County","Females",-0.86,-2.62,1,-1.7,-3.77,0.37
"Georgia","Thomas County","Both",-0.84,-2.3,0.69,-1.88,-3.61,-0.1
"Georgia","Tift County","Males",-0.95,-2.13,0.37,-2.12,-3.61,-0.62
"Georgia","Tift County","Females",0.3,-1.38,2.16,-1.11,-3.01,0.91
"Georgia","Tift County","Both",-0.37,-1.81,1.18,-1.65,-3.31,-0.03
"Georgia","Toombs County","Males",-1.42,-2.7,-0.14,-2.7,-4.16,-1.25
"Georgia","Toombs County","Females",-0.71,-2.53,1.11,-1.63,-3.6,0.39
"Georgia","Toombs County","Both",-1.1,-2.59,0.41,-2.21,-3.93,-0.52
"Georgia","Towns County","Males",-1.08,-2.39,0.34,-2.04,-3.58,-0.49
"Georgia","Towns County","Females",-1.06,-2.87,0.92,-2.02,-4.05,0.27
"Georgia","Towns County","Both",-1.07,-2.62,0.62,-2.03,-3.75,-0.18
"Georgia","Treutlen County","Males",-0.41,-1.68,0.89,-1.55,-2.99,-0.08
"Georgia","Treutlen County","Females",-0.38,-2.29,1.49,-1.06,-3.13,1.01
"Georgia","Treutlen County","Both",-0.4,-1.93,1.14,-1.34,-3.02,0.4
"Georgia","Troup County","Males",-0.77,-2.02,0.5,-1.58,-3.07,-0.21
"Georgia","Troup County","Females",-0.62,-2.41,1.21,-1.24,-3.25,0.77
"Georgia","Troup County","Both",-0.7,-2.17,0.78,-1.43,-3.11,0.29
"Georgia","Turner County","Males",-0.32,-1.59,0.96,-1.36,-2.85,0.09
"Georgia","Turner County","Females",0.35,-1.54,2.33,-0.72,-2.82,1.35
"Georgia","Turner County","Both",-0.03,-1.56,1.55,-1.08,-2.82,0.61
"Georgia","Twiggs County","Males",-0.88,-2.1,0.44,-2.15,-3.61,-0.54
"Georgia","Twiggs County","Females",-0.22,-2,1.77,-0.64,-2.85,1.72
"Georgia","Twiggs County","Both",-0.59,-2.03,0.99,-1.48,-3.22,0.47
"Georgia","Union County","Males",-1.71,-3.13,-0.36,-2.8,-4.27,-1.31
"Georgia","Union County","Females",-1.77,-3.64,0.16,-2.99,-4.99,-0.82
"Georgia","Union County","Both",-1.74,-3.33,-0.07,-2.89,-4.57,-1.08
"Georgia","Upson County","Males",-0.36,-1.54,0.87,-1.29,-2.79,0.14
"Georgia","Upson County","Females",-0.11,-1.75,1.66,-1.02,-2.97,1.05
"Georgia","Upson County","Both",-0.24,-1.64,1.23,-1.17,-2.88,0.53
"Georgia","Walker County","Males",-0.93,-2.09,0.27,-2.07,-3.39,-0.78
"Georgia","Walker County","Females",-1.05,-2.59,0.59,-2,-3.76,-0.21
"Georgia","Walker County","Both",-0.99,-2.33,0.39,-2.04,-3.52,-0.5
"Georgia","Walton County","Males",-1.61,-2.91,-0.33,-2.81,-4.19,-1.44
"Georgia","Walton County","Females",-0.87,-2.58,0.93,-1.86,-3.72,0.13
"Georgia","Walton County","Both",-1.27,-2.74,0.25,-2.37,-3.98,-0.72
"Georgia","Ware County","Males",-0.69,-1.97,0.53,-1.76,-3.28,-0.35
"Georgia","Ware County","Females",-0.43,-2.22,1.29,-1.65,-3.71,0.35
"Georgia","Ware County","Both",-0.58,-2.07,0.85,-1.71,-3.45,-0.01
"Georgia","Warren County","Males",-0.29,-1.63,0.98,-1.49,-3.04,-0.01
"Georgia","Warren County","Females",-0.07,-2.11,1.85,-0.97,-3.24,1.24
"Georgia","Warren County","Both",-0.2,-1.83,1.35,-1.27,-3.07,0.53
"Georgia","Washington County","Males",-0.46,-1.8,0.73,-1.46,-3.01,-0.11
"Georgia","Washington County","Females",-0.33,-2.35,1.53,-1.27,-3.5,0.91
"Georgia","Washington County","Both",-0.4,-2.02,1.07,-1.38,-3.14,0.25
"Georgia","Wayne County","Males",-0.39,-1.62,0.88,-1.33,-2.89,0
"Georgia","Wayne County","Females",-0.22,-1.9,1.51,-1.05,-3.14,0.89
"Georgia","Wayne County","Both",-0.31,-1.75,1.16,-1.2,-2.99,0.37
"Georgia","Webster County","Males",-1.17,-2.51,0.17,-2.23,-3.72,-0.64
"Georgia","Webster County","Females",-0.4,-2.46,1.62,-1.39,-3.43,0.78
"Georgia","Webster County","Both",-0.85,-2.5,0.77,-1.87,-3.57,-0.08
"Georgia","Wheeler County","Males",0.58,-0.78,1.86,-0.73,-2.4,0.91
"Georgia","Wheeler County","Females",-0.65,-2.65,1.23,-1.32,-3.64,0.92
"Georgia","Wheeler County","Both",0.07,-1.55,1.62,-0.98,-2.9,0.92
"Georgia","White County","Males",-1.52,-2.84,-0.16,-2.4,-3.86,-0.9
"Georgia","White County","Females",-1.59,-3.4,0.36,-2.16,-4.16,-0.12
"Georgia","White County","Both",-1.55,-3.09,0.06,-2.28,-3.99,-0.55
"Georgia","Whitfield County","Males",-0.95,-2.16,0.21,-2.29,-3.63,-0.92
"Georgia","Whitfield County","Females",-1.06,-2.84,0.63,-2.17,-4.16,-0.11
"Georgia","Whitfield County","Both",-1,-2.41,0.37,-2.24,-3.82,-0.57
"Georgia","Wilcox County","Males",0.07,-1.19,1.36,-1.09,-2.62,0.25
"Georgia","Wilcox County","Females",0.23,-1.59,2.19,-0.5,-2.71,1.53
"Georgia","Wilcox County","Both",0.14,-1.37,1.7,-0.83,-2.65,0.78
"Georgia","Wilkes County","Males",-0.31,-1.59,0.94,-1.37,-2.78,0.08
"Georgia","Wilkes County","Females",-0.06,-2.02,1.87,-0.9,-3.04,1.3
"Georgia","Wilkes County","Both",-0.2,-1.78,1.33,-1.16,-2.82,0.59
"Georgia","Wilkinson County","Males",-0.89,-2.21,0.37,-2,-3.6,-0.57
"Georgia","Wilkinson County","Females",-0.04,-2,1.83,-0.73,-3.01,1.34
"Georgia","Wilkinson County","Both",-0.52,-2.12,0.97,-1.45,-3.3,0.21
"Georgia","Worth County","Males",-0.78,-2.11,0.64,-1.63,-3.13,-0.26
"Georgia","Worth County","Females",0.57,-1.3,2.63,-0.44,-2.59,1.55
"Georgia","Worth County","Both",-0.16,-1.71,1.51,-1.08,-2.85,0.47
"Hawaii","","Males",-1.75,-2.66,-0.75,-2.9,-3.86,-1.84
"Hawaii","","Females",-1.57,-2.72,-0.3,-2.6,-3.84,-1.2
"Hawaii","","Both",-1.67,-2.68,-0.54,-2.77,-3.87,-1.54
"Hawaii","Hawaii County","Males",-1.17,-2.2,-0.05,-2.36,-3.56,-1.07
"Hawaii","Hawaii County","Females",-1.32,-2.49,0.03,-2.14,-3.61,-0.41
"Hawaii","Hawaii County","Both",-1.24,-2.33,-0.02,-2.26,-3.59,-0.8
"Hawaii","Honolulu County","Males",-1.79,-2.82,-0.7,-2.88,-4.02,-1.67
"Hawaii","Honolulu County","Females",-1.8,-3.11,-0.41,-2.89,-4.28,-1.33
"Hawaii","Honolulu County","Both",-1.79,-2.92,-0.57,-2.89,-4.13,-1.5
"Hawaii","Kauai County","Males",-1.7,-2.83,-0.35,-2.92,-4.21,-1.51
"Hawaii","Kauai County","Females",-0.21,-1.6,1.47,-1,-2.69,0.87
"Hawaii","Kauai County","Both",-1.06,-2.32,0.41,-2.11,-3.53,-0.53
"Hawaii","Kalawao County/Maui County","Males",-2.36,-3.59,-1.15,-3.87,-5.2,-2.55
"Hawaii","Kalawao County/Maui County","Females",-1.37,-2.89,0.07,-2.25,-3.99,-0.55
"Hawaii","Kalawao County/Maui County","Both",-1.93,-3.29,-0.62,-3.17,-4.63,-1.71
"Idaho","","Males",-0.89,-1.22,-0.56,-1.59,-1.98,-1.2
"Idaho","","Females",-0.91,-1.28,-0.56,-1.27,-1.7,-0.84
"Idaho","","Both",-0.9,-1.25,-0.56,-1.44,-1.85,-1.04
"Idaho","Ada County","Males",-1.39,-2.37,-0.37,-2.21,-3.41,-1.05
"Idaho","Ada County","Females",-2.09,-3.2,-1,-1.78,-3.08,-0.54
"Idaho","Ada County","Both",-1.72,-2.74,-0.67,-2,-3.23,-0.78
"Idaho","Adams County","Males",-0.7,-2.15,0.62,-1.72,-3.23,-0.12
"Idaho","Adams County","Females",-1.04,-2.93,0.81,-1.35,-3.43,0.81
"Idaho","Adams County","Both",-0.87,-2.56,0.71,-1.54,-3.31,0.32
"Idaho","Bannock County","Males",0.19,-0.95,1.25,-0.51,-1.73,0.7
"Idaho","Bannock County","Females",-0.59,-1.88,0.61,-1.36,-2.88,0.15
"Idaho","Bannock County","Both",-0.17,-1.36,0.95,-0.9,-2.26,0.41
"Idaho","Bear Lake County","Males",-1.58,-3,-0.1,-2.57,-4.14,-1.01
"Idaho","Bear Lake County","Females",0.37,-1.57,2.38,-0.3,-2.44,1.86
"Idaho","Bear Lake County","Both",-0.7,-2.36,1.04,-1.54,-3.36,0.21
"Idaho","Benewah County","Males",-0.99,-2.38,0.28,-1.36,-2.93,0.01
"Idaho","Benewah County","Females",0.28,-1.51,2.01,-0.13,-2.21,1.84
"Idaho","Benewah County","Both",-0.37,-1.92,1.13,-0.76,-2.53,0.86
"Idaho","Bingham County","Males",-0.76,-1.97,0.52,-1.64,-3,-0.18
"Idaho","Bingham County","Females",-0.73,-2.22,0.83,-1.21,-2.94,0.59
"Idaho","Bingham County","Both",-0.75,-2.08,0.66,-1.45,-2.95,0.16
"Idaho","Blaine County","Males",-1.43,-2.81,0,-2.64,-4.22,-0.96
"Idaho","Blaine County","Females",-1.83,-3.7,0.07,-2.45,-4.61,-0.18
"Idaho","Blaine County","Both",-1.6,-3.19,0,-2.56,-4.33,-0.64
"Idaho","Boise County","Males",-0.79,-2.22,0.71,-1.46,-3.04,0.21
"Idaho","Boise County","Females",-0.68,-2.61,1.35,-1.09,-3.22,1.27
"Idaho","Boise County","Both",-0.74,-2.4,1.02,-1.28,-3.12,0.72
"Idaho","Bonner County","Males",-0.83,-2.03,0.39,-1.38,-2.74,-0.07
"Idaho","Bonner County","Females",-1.14,-2.56,0.28,-1.41,-3.15,0.25
"Idaho","Bonner County","Both",-0.98,-2.3,0.3,-1.39,-2.93,0.07
"Idaho","Bonneville County","Males",-0.61,-1.91,0.54,-1.63,-3.08,-0.28
"Idaho","Bonneville County","Females",-1.37,-2.93,0,-1.83,-3.54,-0.2
"Idaho","Bonneville County","Both",-0.94,-2.34,0.29,-1.72,-3.29,-0.29
"Idaho","Boundary County","Males",-0.22,-1.62,1.07,-0.68,-2.26,0.77
"Idaho","Boundary County","Females",-0.76,-2.67,0.96,-1,-3.17,0.94
"Idaho","Boundary County","Both",-0.48,-2.11,1.02,-0.84,-2.73,0.87
"Idaho","Butte County","Males",-0.74,-2.14,0.66,-1.65,-3.32,-0.12
"Idaho","Butte County","Females",-0.55,-2.43,1.37,-1.1,-3.36,1.21
"Idaho","Butte County","Both",-0.65,-2.25,0.96,-1.4,-3.32,0.42
"Idaho","Camas County","Males",0.16,-1.28,1.54,-0.69,-2.2,0.86
"Idaho","Camas County","Females",-0.07,-2.11,1.91,-0.48,-2.64,1.81
"Idaho","Camas County","Both",0.05,-1.66,1.7,-0.59,-2.39,1.27
"Idaho","Canyon County","Males",-0.95,-1.97,0.11,-1.46,-2.63,-0.31
"Idaho","Canyon County","Females",-0.17,-1.26,0.97,-0.84,-2.18,0.45
"Idaho","Canyon County","Both",-0.6,-1.67,0.5,-1.18,-2.44,0
"Idaho","Caribou County","Males",-0.06,-1.56,1.46,-0.97,-2.56,0.65
"Idaho","Caribou County","Females",-0.19,-2.25,1.99,-0.92,-3.21,1.35
"Idaho","Caribou County","Both",-0.12,-1.86,1.68,-0.95,-2.83,0.95
"Idaho","Cassia County","Males",-0.61,-1.92,0.65,-1.38,-2.87,0.05
"Idaho","Cassia County","Females",-0.4,-2.08,1.27,-0.86,-2.78,1.05
"Idaho","Cassia County","Both",-0.52,-1.99,0.93,-1.14,-2.82,0.46
"Idaho","Clark County","Males",-0.92,-2.26,0.49,-2.07,-3.72,-0.5
"Idaho","Clark County","Females",0.06,-1.95,2.11,-0.45,-2.76,1.92
"Idaho","Clark County","Both",-0.48,-2.1,1.19,-1.33,-3.28,0.58
"Idaho","Clearwater County","Males",0.24,-1.09,1.46,-0.19,-1.68,1.25
"Idaho","Clearwater County","Females",-0.7,-2.43,0.88,-1.52,-3.45,0.58
"Idaho","Clearwater County","Both",-0.22,-1.74,1.18,-0.83,-2.53,0.88
"Idaho","Custer County","Males",-1.42,-2.85,0.13,-2.5,-4.03,-0.93
"Idaho","Custer County","Females",-0.72,-2.63,1.4,-1.25,-3.39,0.92
"Idaho","Custer County","Both",-1.09,-2.75,0.72,-1.91,-3.69,-0.09
"Idaho","Elmore County","Males",-0.22,-1.58,0.98,-0.86,-2.3,0.64
"Idaho","Elmore County","Females",-0.66,-2.45,0.97,-0.87,-2.78,1.17
"Idaho","Elmore County","Both",-0.43,-1.99,0.98,-0.86,-2.54,0.87
"Idaho","Franklin County","Males",-0.43,-1.88,0.92,-1.18,-2.71,0.27
"Idaho","Franklin County","Females",0.65,-1.31,2.57,0,-2.25,2.13
"Idaho","Franklin County","Both",0.05,-1.64,1.65,-0.65,-2.51,1.07
"Idaho","Fremont County","Males",-1.13,-2.38,0.27,-2.34,-3.95,-0.81
"Idaho","Fremont County","Females",-0.36,-2.13,1.53,-1,-3.16,1.14
"Idaho","Fremont County","Both",-0.78,-2.26,0.83,-1.73,-3.54,0.04
"Idaho","Gem County","Males",-0.49,-1.72,0.81,-1.17,-2.55,0.24
"Idaho","Gem County","Females",-0.12,-1.68,1.62,-0.56,-2.28,1.27
"Idaho","Gem County","Both",-0.31,-1.69,1.16,-0.87,-2.4,0.72
"Idaho","Gooding County","Males",-0.47,-1.77,0.78,-1.29,-2.65,0.12
"Idaho","Gooding County","Females",-1.34,-3.04,0.26,-1.97,-3.75,-0.11
"Idaho","Gooding County","Both",-0.87,-2.36,0.5,-1.62,-3.17,-0.08
"Idaho","Idaho County","Males",0.09,-1.09,1.3,-0.49,-1.92,0.81
"Idaho","Idaho County","Females",0.23,-1.18,1.65,-0.16,-1.96,1.55
"Idaho","Idaho County","Both",0.16,-1.13,1.46,-0.34,-1.89,1.15
"Idaho","Jefferson County","Males",-1.45,-2.88,-0.1,-2.25,-3.69,-0.69
"Idaho","Jefferson County","Females",-0.68,-2.6,1.17,-1.35,-3.25,0.73
"Idaho","Jefferson County","Both",-1.12,-2.75,0.45,-1.85,-3.49,-0.11
"Idaho","Jerome County","Males",-0.84,-2.07,0.44,-1.65,-3.13,-0.28
"Idaho","Jerome County","Females",-0.85,-2.48,0.87,-1.43,-3.33,0.5
"Idaho","Jerome County","Both",-0.84,-2.28,0.62,-1.55,-3.22,0.07
"Idaho","Kootenai County","Males",-0.9,-2,0.17,-1.42,-2.55,-0.22
"Idaho","Kootenai County","Females",-0.75,-1.85,0.33,-1.42,-2.65,-0.09
"Idaho","Kootenai County","Both",-0.82,-1.92,0.24,-1.42,-2.59,-0.18
"Idaho","Latah County","Males",-1.31,-2.67,0.03,-1.63,-3.28,-0.09
"Idaho","Latah County","Females",0.04,-1.53,1.59,-0.78,-2.79,1.09
"Idaho","Latah County","Both",-0.66,-2.11,0.76,-1.21,-3.04,0.42
"Idaho","Lemhi County","Males",-0.27,-1.62,1.04,-1.19,-2.49,0.25
"Idaho","Lemhi County","Females",0.04,-1.74,1.81,-0.02,-1.9,1.97
"Idaho","Lemhi County","Both",-0.12,-1.68,1.41,-0.65,-2.18,0.97
"Idaho","Lewis County","Males",-0.36,-1.74,0.86,-0.77,-2.27,0.76
"Idaho","Lewis County","Females",-0.19,-2,1.49,-0.92,-2.92,1.07
"Idaho","Lewis County","Both",-0.28,-1.86,1.16,-0.85,-2.58,0.86
"Idaho","Lincoln County","Males",-0.68,-2.02,0.58,-1.65,-3.22,-0.19
"Idaho","Lincoln County","Females",-0.71,-2.59,1.14,-1.43,-3.62,0.52
"Idaho","Lincoln County","Both",-0.69,-2.29,0.81,-1.55,-3.37,0.1
"Idaho","Madison County","Males",-1.28,-3,0.17,-2.34,-3.91,-0.76
"Idaho","Madison County","Females",-0.43,-2.72,1.6,-1.16,-3.31,0.98
"Idaho","Madison County","Both",-0.93,-2.9,0.75,-1.83,-3.61,-0.08
"Idaho","Minidoka County","Males",-0.97,-2.18,0.3,-1.74,-3.2,-0.33
"Idaho","Minidoka County","Females",-0.57,-2.09,1.05,-0.92,-2.7,0.88
"Idaho","Minidoka County","Both",-0.79,-2.13,0.63,-1.37,-2.92,0.18
"Idaho","Nez Perce County","Males",-0.52,-1.7,0.61,-0.87,-2.21,0.34
"Idaho","Nez Perce County","Females",-0.25,-1.53,0.99,-1.25,-2.77,0.18
"Idaho","Nez Perce County","Both",-0.39,-1.61,0.79,-1.06,-2.45,0.22
"Idaho","Oneida County","Males",0.39,-1.04,1.91,-0.13,-1.72,1.49
"Idaho","Oneida County","Females",0.6,-1.41,2.78,0.11,-2.12,2.59
"Idaho","Oneida County","Both",0.48,-1.21,2.29,-0.02,-1.88,1.93
"Idaho","Owyhee County","Males",-0.35,-1.62,0.93,-0.54,-2.01,0.99
"Idaho","Owyhee County","Females",0.04,-1.74,1.78,-0.63,-2.67,1.43
"Idaho","Owyhee County","Both",-0.18,-1.68,1.27,-0.58,-2.28,1.16
"Idaho","Payette County","Males",-0.82,-2.04,0.51,-1.49,-2.88,-0.15
"Idaho","Payette County","Females",0.17,-1.3,1.84,-1.01,-2.69,0.72
"Idaho","Payette County","Both",-0.33,-1.68,1.17,-1.26,-2.79,0.27
"Idaho","Power County","Males",-0.69,-2.01,0.66,-1.77,-3.27,-0.15
"Idaho","Power County","Females",-1.62,-3.45,0.31,-2.28,-4.22,-0.03
"Idaho","Power County","Both",-1.11,-2.67,0.49,-2,-3.7,-0.09
"Idaho","Shoshone County","Males",-0.59,-1.87,0.72,-1.01,-2.44,0.37
"Idaho","Shoshone County","Females",-0.31,-1.85,1.35,-0.94,-2.68,0.77
"Idaho","Shoshone County","Both",-0.45,-1.85,1.05,-0.98,-2.55,0.57
"Idaho","Teton County","Males",-1.45,-2.97,0.06,-2.58,-4.37,-0.87
"Idaho","Teton County","Females",-0.75,-2.85,1.36,-1.78,-4.21,0.69
"Idaho","Teton County","Both",-1.16,-2.9,0.58,-2.23,-4.28,-0.24
"Idaho","Twin Falls County","Males",-0.4,-1.45,0.66,-0.95,-2.13,0.22
"Idaho","Twin Falls County","Females",0.07,-1.07,1.29,0.25,-1.23,1.67
"Idaho","Twin Falls County","Both",-0.19,-1.28,0.94,-0.4,-1.69,0.84
"Idaho","Valley County","Males",-0.87,-2.28,0.48,-1.92,-3.46,-0.35
"Idaho","Valley County","Females",-0.83,-2.75,0.99,-1.42,-3.47,0.8
"Idaho","Valley County","Both",-0.85,-2.49,0.72,-1.68,-3.45,0.18
"Idaho","Washington County","Males",-0.24,-1.56,1.16,-1.14,-2.75,0.28
"Idaho","Washington County","Females",0.13,-1.6,1.9,-0.38,-2.54,1.41
"Idaho","Washington County","Both",-0.06,-1.58,1.53,-0.77,-2.6,0.85
"Illinois","","Males",-1.43,-1.8,-1.04,-2.5,-2.92,-2.08
"Illinois","","Females",-1.5,-1.86,-1.11,-2.34,-2.83,-1.88
"Illinois","","Both",-1.46,-1.84,-1.07,-2.43,-2.87,-2.01
"Illinois","Adams County","Males",-0.99,-2.25,0.43,-1.79,-3.16,-0.3
"Illinois","Adams County","Females",-0.71,-2.4,1.21,-1.62,-3.48,0.52
"Illinois","Adams County","Both",-0.86,-2.31,0.79,-1.71,-3.29,0.05
"Illinois","Alexander County","Males",-0.32,-1.52,0.93,-1.28,-2.65,0.21
"Illinois","Alexander County","Females",-0.17,-1.93,1.74,-0.94,-2.87,1.19
"Illinois","Alexander County","Both",-0.26,-1.71,1.27,-1.13,-2.71,0.6
"Illinois","Bond County","Males",-1.2,-2.57,0.19,-2.32,-3.92,-0.76
"Illinois","Bond County","Females",-1.57,-3.52,0.3,-1.97,-4.07,0.17
"Illinois","Bond County","Both",-1.38,-2.98,0.22,-2.14,-4.01,-0.37
"Illinois","Boone County","Males",-1.21,-2.53,0.13,-2.11,-3.63,-0.58
"Illinois","Boone County","Females",-1.07,-2.9,0.83,-1.74,-3.76,0.38
"Illinois","Boone County","Both",-1.15,-2.72,0.42,-1.94,-3.66,-0.17
